text,persuasion,persuasion_id
Her name is Eglantyne Jebb.,credibility-appeal,1
"Well, a woman named Carolyn Miles is the CEO.",credibility-appeal,1
Are you familiar with the organization?,source-related-inquiry,4
It's a great NGO that is really making a difference in developing countries.,logical-appeal,2
You ever do one of these chat tasks before?,task-related-inquiry,0
Any idea if that is a real charity?,task-related-inquiry,0
Is it asking you to donate too?,task-related-inquiry,0
"I'll probably just donate the whole 0.30, if you are sure it is real & will help kids.",self-modeling,8
Have you?,task-related-inquiry,0
"It's a good thing, indeed.",credibility-appeal,1
A great organization is   URL,credibility-appeal,1
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",credibility-appeal,1
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence",credibility-appeal,1
Small donations will indeed help a lot of children and their families.,foot-in-the-door,6
All of the children must be taken care of.,logical-appeal,2
I can tell you that your donation right now will make a tangible impact for the world,logical-appeal,2
This task makes it really easy for everyone.,logical-appeal,2
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
"The Requester DAVIS will handle it all, very convenient.",donation-information,5
All you have to do is agree to an amount.,donation-information,5
"Since I can tell you really care, let's wrap up with you agreeing to donate your full amount, and then we can both move on to our next task.",donation-information,5
Sounds good to me...how about you?,task-related-inquiry,0
"Yes, I am very fond of Save the Children.",credibility-appeal,1
"They are an international charity that provideds food, basic supplies and reief to children in developing countries",credibility-appeal,1
"Yes, I try to make a donation at least annually",self-modeling,8
That is enough to signifigantly help a child for several weeks while it is just a week's worth of coffee for you.,logical-appeal,2
Your donation would be of great help and most would go directly to helping these kids.,logical-appeal,2
"Meanwhile, you could feel great about helping those kids who really need your support!",logical-appeal,2
Your donation will be directly deducted from your task payment.,donation-information,5
You can do that right now.,donation-information,5
The research team will collect all donations and send it to Save the Children.,donation-information,5
Your donation will be very meaningful to needy children.,logical-appeal,2
Have you heard of the charity called Save the Children?,source-related-inquiry,4
It is an international charity that helps children in need all around the world.,credibility-appeal,1
"These children have been victims of war, famine, and poverty.",emotion-appeal,7
Does this sound like a good charity?,task-related-inquiry,0
86% of the donations go directly to the programs that help the children.,credibility-appeal,1
